Controller,Order,MaxRealPole,H2Objective,WeightedHinfNorm,WeightedHinfPeakFrequency,WS_S_Norm,WS_S_PeakFrequency,WU_KS_Norm,WU_KS_PeakFrequency,WT_T_Norm,WT_T_PeakFrequency,PitchRiseTime,PitchSettlingTime,PitchOvershootPercent,YawRiseTime,YawSettlingTime,YawOvershootPercent,PitchSteadyStateErrorPercent,YawSteadyStateErrorPercent,NominalStable
H2,16,-0.128914517226204,4.09975547946652,1.14756543808801,0,1.14353993506959,0,0.152127993134688,17.0490654488322,0.206849990734571,8.34987653970614,0.336840452604018,0.672138486843467,3.33066907387547e-12,0.422254543829915,0.802551929876013,6.30606677987089e-12,2.40083610999171,2.25967688672457,1
