Controller,Order,H2NormSynthesis,H2NormVerified,WeightedHinfNorm,NominalStable,WSH2RolloffAlpha_rad_s,WSH2RolloffBeta_rad_s
H2,16,4.0997554794662,4.09975547946652,1.14756543808801,1,38,30
